Physical_Condition,SHAP_Impact,Support,Confidence,Lift,Rule_Strength,Rule_Type,Antecedent_Categories,Consequent_Categories,Antecedent_Features,Consequent_Features,Feature_Count_Antecedent,Feature_Count_Consequent,Description
NDVI_season_max_High,Y_MediumImpact | EVI_season_max_PositiveImpact,0.296,0.6166666666666667,1.5651438240270727,1.158206429780034,mixed,geo_temp | satellite,geo_temp | satellite,NDVI_season_max,Y | EVI_season_max,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
organic_matter_High | NDVI_7_High,GPP_season_std_HighPositiveImpact,0.068,0.430379746835443,2.2415611814345997,1.157667040538375,mixed,satellite | soil,geo_temp | satellite,organic_matter | NDVI_7,GPP_season_std,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
organic_matter_Medium | NDVI_7_High,EVI_season_max_PositiveImpact,0.134,0.8815789473684211,1.31187343358396,1.1565200006595435,mixed,satellite | soil,geo_temp | satellite,organic_matter | NDVI_7,EVI_season_max,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_7_High,Y_MediumImpact | EVI_2_MediumImpact,0.244,0.5922330097087379,1.6270137629360932,1.156285509193418,mixed,satellite,geo_temp | satellite,NDVI_7,Y | EVI_2,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_7_Low,VPDMIN_8_MediumImpact | NDVI_season_mean_MediumImpact,0.096,0.4210526315789473,2.2883295194508007,1.156208599301457,mixed,satellite,climate | geo_temp | satellite,NDVI_7,VPDMIN_8 | NDVI_season_mean,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
X_Medium | NDVI_season_max_Medium,NDVI_8_MediumImpact,0.084,0.6268656716417911,1.5364354697102725,1.1557663831850409,mixed,geo_temp | satellite,satellite,X | NDVI_season_max,NDVI_8,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
year_High | NDVI_8_High,GPP_6_HighPositiveImpact,0.222,0.4805194805194805,2.002164502164502,1.154494855793557,mixed,geo_temp | satellite,satellite,year | NDVI_8,GPP_6,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_High,NDVI_7_PositiveImpact | VPDMIN_season_std_MediumImpact,0.276,0.5750000000000001,1.671511627906977,1.1533430232558142,mixed,geo_temp | satellite,climate | geo_temp | satellite,NDVI_season_max,NDVI_7 | VPDMIN_season_std,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_Low,organic_matter_NegativeImpact | TMIN_9_MediumImpact,0.074,0.4204545454545454,2.2850790513833994,1.1529262486525331,mixed,geo_temp | satellite,climate | soil,NDVI_season_max,organic_matter | TMIN_9,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_High | NDVI_7_High,VPDMIN_season_std_MediumImpact,0.296,0.8314606741573034,1.3857677902621723,1.1522114211168624,mixed,geo_temp | satellite,climate | geo_temp,NDVI_season_max | NDVI_7,VPDMIN_season_std,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_High,GPP_6_HighPositiveImpact | TMIN_season_std_MediumImpact,0.218,0.4718614718614718,2.033885654575309,1.151654734279006,mixed,satellite,climate | geo_temp | satellite,NDVI_8,GPP_6 | TMIN_season_std,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_Low | year_High,wilting_point_MediumImpact,0.102,0.5795454545454546,1.655844155844156,1.1515643447461632,mixed,geo_temp | satellite,soil,NDVI_season_max | year,wilting_point,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low,wilting_point_MediumImpact,0.102,0.5795454545454546,1.655844155844156,1.1515643447461632,mixed,geo_temp | satellite,soil,NDVI_season_max,wilting_point,1,1,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 1 features)"
NDVI_8_Low,organic_matter_NegativeImpact | GPP_5_MediumImpact,0.076,0.4086021505376344,2.348288221480657,1.151418740855032,mixed,satellite,satellite | soil,NDVI_8,organic_matter | GPP_5,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
organic_matter_Low | NDVI_season_max_High,VPDMIN_season_std_MediumImpact,0.108,0.8307692307692307,1.3846153846153846,1.1502958579881657,mixed,geo_temp | satellite | soil,climate | geo_temp,organic_matter | NDVI_season_max,VPDMIN_season_std,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_7_Low,year_HighNegativeImpact | TMIN_9_MediumImpact,0.092,0.4035087719298245,2.373581011351909,1.1493129107598716,mixed,satellite,climate | geo_temp,NDVI_7,year | TMIN_9,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
organic_matter_High | NDVI_8_High,GPP_season_std_HighPositiveImpact,0.072,0.4285714285714285,2.2321428571428568,1.1479591836734688,mixed,satellite | soil,geo_temp | satellite,organic_matter | NDVI_8,GPP_season_std,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_High | NDVI_7_High,VPDMIN_season_std_MediumImpact,0.292,0.8295454545454546,1.3825757575757578,1.1469094352617082,mixed,satellite,climate | geo_temp,NDVI_8 | NDVI_7,VPDMIN_season_std,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_7_High,NDVI_season_max_PositiveImpact | Y_MediumImpact,0.198,0.4805825242718447,1.9858781994704329,1.1452540295975118,mixed,satellite,geo_temp | satellite,NDVI_7,NDVI_season_max | Y,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
X_Medium | NDVI_7_High,GPP_season_std_PositiveImpact,0.106,0.5955056179775281,1.6008215537030326,1.1439578743316052,mixed,geo_temp | satellite,geo_temp | satellite,X | NDVI_7,GPP_season_std,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
X_Medium | NDVI_7_High,EVI_season_max_PositiveImpact,0.156,0.8764044943820225,1.3041733547351524,1.1429833895431674,mixed,geo_temp | satellite,geo_temp | satellite,X | NDVI_7,EVI_season_max,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_7_Low,TMIN_9_MediumImpact | GPP_5_MediumImpact,0.098,0.4298245614035088,2.215590522698499,1.1427782696023836,mixed,satellite,climate | satellite,NDVI_7,TMIN_9 | GPP_5,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
X_Medium | NDVI_season_max_Medium,NDVI_7_MediumImpact,0.078,0.582089552238806,1.6350830119067583,1.1421176859289,mixed,geo_temp | satellite,satellite,X | NDVI_season_max,NDVI_7,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_High,EVI_season_max_PositiveImpact | field_capacity_MediumImpact,0.356,0.7705627705627704,1.4818514818514816,1.1418595834180247,mixed,satellite,geo_temp | satellite | soil,NDVI_8,EVI_season_max | field_capacity,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_8_High,NDVI_7_PositiveImpact | year_NegativeImpact,0.262,0.5670995670995671,1.6778093701170622,1.14178196096278,mixed,satellite,geo_temp | satellite,NDVI_8,NDVI_7 | year,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_8_High | organic_matter_Medium,field_capacity_MediumImpact,0.156,0.8666666666666667,1.3171225937183384,1.1415062478892266,mixed,satellite | soil,geo_temp | soil,NDVI_8 | organic_matter,field_capacity,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
X_Medium | NDVI_7_High,VPDMAX_4_MediumImpact,0.146,0.8202247191011236,1.390211388306989,1.1402857454652833,mixed,geo_temp | satellite,climate | geo_temp,X | NDVI_7,VPDMAX_4,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_High,NDVI_season_max_PositiveImpact | EVI_2_MediumImpact,0.234,0.5064935064935066,1.875901875901876,1.1401585427559455,mixed,satellite,geo_temp | satellite,NDVI_8,NDVI_season_max | EVI_2,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
X_High | NDVI_7_High,GPP_7_HighPositiveImpact,0.072,0.4444444444444444,2.1367521367521367,1.1396011396011396,mixed,geo_temp | satellite,satellite,X | NDVI_7,GPP_7,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
organic_matter_Low,EVI_9_MediumImpact | wilting_point_NegativeImpact,0.166,0.5460526315789475,1.7390211196781766,1.1395164705259633,mixed,soil,satellite | soil,organic_matter,EVI_9 | wilting_point,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
year_High | GPP_8_Medium,GPP_7_NegativeImpact,0.084,0.4421052631578948,2.146142054164538,1.1385848371567655,mixed,geo_temp | satellite,satellite,year | GPP_8,GPP_7,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_Low,organic_matter_NegativeImpact | VPDMIN_11_NegativeImpact,0.076,0.4086021505376344,2.321603128054741,1.1383344369816797,mixed,satellite,climate | soil,NDVI_8,organic_matter | VPDMIN_11,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_8_Low,NDVI_season_std_MediumImpact | organic_matter_NegativeImpact,0.076,0.4086021505376344,2.321603128054741,1.1383344369816797,mixed,satellite,geo_temp | satellite | soil,NDVI_8,NDVI_season_std | organic_matter,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_High,PPT_season_mean_MediumImpact | NDVI_7_PositiveImpact,0.282,0.5874999999999999,1.6140109890109888,1.1378777472527468,mixed,geo_temp | satellite,climate | geo_temp | satellite,NDVI_season_max,PPT_season_mean | NDVI_7,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_7_High,GPP_9_PositiveImpact | field_capacity_MediumImpact,0.244,0.5922330097087379,1.600629755969562,1.1375349333686595,mixed,satellite,geo_temp | satellite | soil,NDVI_7,GPP_9 | field_capacity,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
organic_matter_Low,VPDMIN_8_MediumImpact | wilting_point_NegativeImpact,0.17,0.5592105263157895,1.6945773524720893,1.137150591790481,mixed,soil,climate | soil,organic_matter,VPDMIN_8 | wilting_point,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_High,GPP_9_PositiveImpact | EVI_season_max_PositiveImpact,0.296,0.6166666666666667,1.5339966832504146,1.135157545605307,mixed,geo_temp | satellite,geo_temp | satellite,NDVI_season_max,GPP_9 | EVI_season_max,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_7_Low | year_High,organic_matter_NegativeImpact,0.134,0.5877192982456141,1.6057904323650658,1.1325048312469412,mixed,geo_temp | satellite,soil,NDVI_7 | year,organic_matter,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_High,Y_MediumImpact | field_capacity_MediumImpact,0.3,0.625,1.5096618357487923,1.1322463768115942,mixed,geo_temp | satellite,geo_temp | soil,NDVI_season_max,Y | field_capacity,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_8_High,GPP_9_PositiveImpact | NDVI_season_max_PositiveImpact,0.226,0.4891774891774891,1.925895626683028,1.1305257444944528,mixed,satellite,geo_temp | satellite,NDVI_8,GPP_9 | NDVI_season_max,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
organic_matter_Low | NDVI_7_High,VPDMIN_season_std_MediumImpact,0.084,0.823529411764706,1.3725490196078434,1.1303344867358711,mixed,satellite | soil,climate | geo_temp,organic_matter | NDVI_7,VPDMIN_season_std,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_High,NDVI_season_max_PositiveImpact | year_NegativeImpact,0.232,0.5021645021645021,1.8737481424048583,1.1291157637348757,mixed,satellite,geo_temp | satellite,NDVI_8,NDVI_season_max | year,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
GPP_8_Medium,TMIN_season_std_MediumImpact | NDVI_season_max_NegativeImpact,0.088,0.463157894736842,2.031394275161588,1.129027555037177,mixed,satellite,climate | geo_temp | satellite,GPP_8,TMIN_season_std | NDVI_season_max,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_7_High,VPDMIN_11_MediumImpact | field_capacity_MediumImpact,0.184,0.4466019417475728,2.10661293277157,1.1289809115435987,mixed,satellite,climate | geo_temp | soil,NDVI_7,VPDMIN_11 | field_capacity,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_Low | NDVI_7_Low,GPP_season_std_MediumImpact,0.076,0.5671641791044776,1.6583747927031507,1.1286849335412488,mixed,geo_temp | satellite,geo_temp | satellite,NDVI_season_max | NDVI_7,GPP_season_std,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low,PPT_7_PositiveImpact | GPP_5_MediumImpact,0.074,0.4204545454545454,2.236460348162476,1.1283959029365218,mixed,geo_temp | satellite,climate | satellite,NDVI_season_max,PPT_7 | GPP_5,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_7_Low,year_HighNegativeImpact | EVI_season_std_MediumImpact,0.106,0.4649122807017543,2.0213577421815403,1.1277048456381222,mixed,satellite,geo_temp | satellite,NDVI_7,year | EVI_season_std,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_7_High,GPP_6_HighPositiveImpact | PPT_8_MediumImpact,0.174,0.4223300970873786,2.2227899846704138,1.1265013320368504,mixed,satellite,climate | satellite,NDVI_7,GPP_6 | PPT_8,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_8_High | organic_matter_Medium,NDVI_season_mean_HighPositiveImpact,0.076,0.4222222222222222,2.2222222222222223,1.125925925925926,mixed,satellite | soil,geo_temp | satellite,NDVI_8 | organic_matter,NDVI_season_mean,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
organic_matter_Low | NDVI_7_High,EVI_2_MediumImpact,0.084,0.823529411764706,1.363459291001169,1.1228488278833155,mixed,satellite | soil,satellite,organic_matter | NDVI_7,EVI_2,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
organic_matter_Low,wilting_point_NegativeImpact | EVI_2_MediumImpact,0.162,0.5328947368421053,1.7529432132963991,1.1209610548184867,mixed,soil,satellite | soil,organic_matter,wilting_point | EVI_2,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
organic_matter_Low,b_density_MediumImpact | wilting_point_NegativeImpact,0.156,0.5131578947368421,1.8197088465845468,1.1205575528968,mixed,soil,geo_temp | soil,organic_matter,b_density | wilting_point,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
X_Medium | organic_matter_High,EVI_season_max_PositiveImpact,0.118,0.8676470588235293,1.291141456582633,1.120255087329049,mixed,geo_temp | soil,geo_temp | satellite,X | organic_matter,EVI_season_max,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_High | X_Medium,VPDMAX_4_MediumImpact,0.156,0.8125,1.3771186440677967,1.1189088983050848,mixed,geo_temp | satellite,climate | geo_temp,NDVI_season_max | X,VPDMAX_4,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_7_Low | X_Low,GPP_season_std_MediumImpact,0.07,0.5645161290322581,1.6506319562346727,1.1181700348686492,mixed,geo_temp | satellite,geo_temp | satellite,NDVI_7 | X,GPP_season_std,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
organic_matter_High | NDVI_season_max_Medium,VPDMIN_11_PositiveImpact,0.086,0.5972222222222222,1.5552662037037035,1.1146074459876545,mixed,geo_temp | satellite | soil,climate,organic_matter | NDVI_season_max,VPDMIN_11,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_High,NDVI_7_PositiveImpact | TMAX_season_mean_MediumImpact,0.238,0.5151515151515151,1.8012290739563468,1.113487063900287,mixed,satellite,climate | geo_temp | satellite,NDVI_8,NDVI_7 | TMAX_season_mean,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_8_High,GPP_9_PositiveImpact | VPDMIN_season_std_MediumImpact,0.246,0.5324675324675324,1.7400899753840928,1.1118496985571085,mixed,satellite,climate | geo_temp | satellite,NDVI_8,GPP_9 | VPDMIN_season_std,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_7_High,VPDMIN_11_MediumImpact | EVI_season_max_PositiveImpact,0.186,0.4514563106796116,2.05207413945278,1.1117061842860692,mixed,satellite,climate | geo_temp | satellite,NDVI_7,VPDMIN_11 | EVI_season_max,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_High | organic_matter_High,GPP_season_std_HighPositiveImpact,0.07,0.4216867469879518,2.196285140562249,1.1113732036580055,mixed,geo_temp | satellite | soil,geo_temp | satellite,NDVI_season_max | organic_matter,GPP_season_std,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_7_High,PPT_season_mean_MediumImpact | NDVI_season_max_PositiveImpact,0.22,0.5339805825242718,1.7337031900138695,1.1109166071933532,mixed,satellite,climate | geo_temp | satellite,NDVI_7,PPT_season_mean | NDVI_season_max,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_High | NDVI_8_High,NDVI_season_std_NegativeImpact,0.224,0.5161290322580645,1.7921146953405018,1.1099549080818591,mixed,geo_temp | satellite,geo_temp | satellite,NDVI_season_max | NDVI_8,NDVI_season_std,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_High | GPP_8_High,NDVI_8_PositiveImpact,0.244,0.5422222222222222,1.7051013277428368,1.1094525972513392,mixed,geo_temp | satellite,satellite,NDVI_season_max | GPP_8,NDVI_8,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_High | NDVI_7_High,organic_matter_MediumImpact,0.212,0.5955056179775281,1.5507958801498127,1.1082091907587426,mixed,geo_temp | satellite,soil,NDVI_season_max | NDVI_7,organic_matter,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
organic_matter_Low | X_High,b_density_MediumImpact,0.08,0.7547169811320755,1.4683209749651274,1.1081667735585867,mixed,geo_temp | soil,geo_temp,organic_matter | X,b_density,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
X_High | NDVI_season_max_Medium,EVI_season_std_MediumImpact,0.088,0.7719298245614035,1.4348138003000064,1.1075755651438646,mixed,geo_temp | satellite,geo_temp | satellite,X | NDVI_season_max,EVI_season_std,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low,VPDMIN_8_MediumImpact | GPP_5_MediumImpact,0.08,0.4545454545454546,2.0292207792207795,1.106847697756789,mixed,geo_temp | satellite,climate | satellite,NDVI_season_max,VPDMIN_8 | GPP_5,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
X_Medium | NDVI_season_max_Medium,EVI_9_MediumImpact,0.116,0.8656716417910447,1.2768018315502134,1.1052911377598862,mixed,geo_temp | satellite,satellite,X | NDVI_season_max,EVI_9,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_High | NDVI_7_Medium,GPP_9_PositiveImpact,0.08,0.7407407407407408,1.4874312063067086,1.101800893560525,mixed,geo_temp | satellite,satellite,NDVI_season_max | NDVI_7,GPP_9,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
X_Low,VPDMIN_8_MediumImpact | GPP_5_MediumImpact,0.136,0.4533333333333333,2.023809523809524,1.100952380952381,mixed,geo_temp,climate | satellite,X,VPDMIN_8 | GPP_5,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
organic_matter_Low | NDVI_season_max_High,EVI_2_MediumImpact,0.106,0.8153846153846154,1.3499745287824758,1.1007484619303265,mixed,geo_temp | satellite | soil,satellite,organic_matter | NDVI_season_max,EVI_2,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
X_Medium | NDVI_8_High,PPT_season_mean_MediumImpact,0.164,0.9010989010989012,1.221001221001221,1.100242858484617,mixed,geo_temp | satellite,climate | geo_temp,X | NDVI_8,PPT_season_mean,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
X_High | NDVI_8_High,TMAX_season_mean_MediumImpact,0.166,0.7904761904761906,1.3916834339369553,1.1000926192073075,mixed,geo_temp | satellite,climate | geo_temp,X | NDVI_8,TMAX_season_mean,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
GPP_8_High | NDVI_8_High,field_capacity_MediumImpact,0.376,0.8506787330316742,1.2928248222365868,1.099778581812119,mixed,satellite,geo_temp | soil,GPP_8 | NDVI_8,field_capacity,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_High | organic_matter_High,pH_NegativeImpact,0.094,0.5662650602409638,1.6179001721170394,1.0993924061132652,mixed,geo_temp | satellite | soil,soil,NDVI_season_max | organic_matter,pH,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_7_Low,VPDMIN_8_MediumImpact | GPP_6_MediumImpact,0.1,0.4385964912280702,2.088554720133668,1.0992393263861409,mixed,satellite,climate | satellite,NDVI_7,VPDMIN_8 | GPP_6,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_8_High,GPP_6_HighPositiveImpact | field_capacity_MediumImpact,0.212,0.4588744588744588,1.9951063429324296,1.0986040122121428,mixed,satellite,geo_temp | satellite | soil,NDVI_8,GPP_6 | field_capacity,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
X_High | organic_matter_Medium,TMAX_season_mean_MediumImpact,0.09,0.7894736842105262,1.3899184581171238,1.0973040458819396,mixed,geo_temp | soil,climate | geo_temp,X | organic_matter,TMAX_season_mean,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
GPP_8_High | NDVI_7_High,VPDMIN_season_std_MediumImpact,0.318,0.8112244897959183,1.3520408163265305,1.0968086214077466,mixed,satellite,climate | geo_temp,GPP_8 | NDVI_7,VPDMIN_season_std,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_7_High,GPP_6_HighPositiveImpact | year_NegativeImpact,0.168,0.4077669902912622,2.2404779686333085,1.096311549700182,mixed,satellite,geo_temp | satellite,NDVI_7,GPP_6 | year,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_High | X_High,VPDMIN_season_std_MediumImpact,0.18,0.8108108108108107,1.351351351351351,1.0956902848794738,mixed,geo_temp | satellite,climate | geo_temp,NDVI_season_max | X,VPDMIN_season_std,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
GPP_8_Medium,GPP_7_NegativeImpact | TMIN_season_std_MediumImpact,0.082,0.431578947368421,2.115583075335397,1.0956493400684375,mixed,satellite,climate | geo_temp | satellite,GPP_8,GPP_7 | TMIN_season_std,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_7_High,VPDMIN_season_std_MediumImpact,0.334,0.8106796116504855,1.3511326860841426,1.0953357212429702,mixed,satellite,climate | geo_temp,NDVI_7,VPDMIN_season_std,1,1,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 1 features)"
year_High | NDVI_7_High,VPDMIN_season_std_MediumImpact,0.334,0.8106796116504855,1.3511326860841426,1.0953357212429702,mixed,geo_temp | satellite,climate | geo_temp,year | NDVI_7,VPDMIN_season_std,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_High,GPP_6_HighPositiveImpact | EVI_season_max_PositiveImpact,0.206,0.4458874458874458,2.0453552563644304,1.0943978774313574,mixed,satellite,geo_temp | satellite,NDVI_8,GPP_6 | EVI_season_max,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_8_High,field_capacity_MediumImpact,0.392,0.8484848484848485,1.2894906511927788,1.0941132797999336,mixed,satellite,geo_temp | soil,NDVI_8,field_capacity,1,1,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 1 features)"
year_High | NDVI_8_High,field_capacity_MediumImpact,0.392,0.8484848484848485,1.2894906511927788,1.0941132797999336,mixed,geo_temp | satellite,geo_temp | soil,year | NDVI_8,field_capacity,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_High | NDVI_8_High,field_capacity_MediumImpact,0.368,0.847926267281106,1.2886417435883069,1.092673183503449,mixed,geo_temp | satellite,geo_temp | soil,NDVI_season_max | NDVI_8,field_capacity,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
organic_matter_High | NDVI_8_Medium,TMIN_9_MediumImpact,0.088,0.5866666666666667,1.5520282186948853,1.0926278659611992,mixed,satellite | soil,climate,organic_matter | NDVI_8,TMIN_9,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_High | organic_matter_Medium,field_capacity_MediumImpact,0.156,0.8478260869565217,1.288489493854896,1.0924150056595858,mixed,geo_temp | satellite | soil,geo_temp | soil,NDVI_season_max | organic_matter,field_capacity,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
X_High | NDVI_8_High,VPDMIN_season_std_MediumImpact,0.17,0.8095238095238096,1.3492063492063495,1.0922146636432355,mixed,geo_temp | satellite,climate | geo_temp,X | NDVI_8,VPDMIN_season_std,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_High,TMIN_season_std_MediumImpact | field_capacity_MediumImpact,0.382,0.8268398268398268,1.3208303943128223,1.092115174518394,mixed,satellite,climate | geo_temp | soil,NDVI_8,TMIN_season_std | field_capacity,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
organic_matter_Medium | NDVI_7_High,VPDMAX_4_MediumImpact,0.122,0.8026315789473685,1.3603925066904552,1.091893985633129,mixed,satellite | soil,climate | geo_temp,organic_matter | NDVI_7,VPDMAX_4,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low,PPT_season_mean_MediumImpact | GPP_6_MediumImpact,0.078,0.4431818181818182,2.051767676767677,1.091167355371901,mixed,geo_temp | satellite,climate | geo_temp | satellite,NDVI_season_max,PPT_season_mean | GPP_6,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
X_Low,TMIN_9_MediumImpact | GPP_5_MediumImpact,0.126,0.42,2.164948453608248,1.091134020618557,mixed,geo_temp,climate | satellite,X,TMIN_9 | GPP_5,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
X_Medium | NDVI_7_High,VPDMIN_season_std_MediumImpact,0.144,0.8089887640449438,1.348314606741573,1.0907713672516095,mixed,geo_temp | satellite,climate | geo_temp,X | NDVI_7,VPDMIN_season_std,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
